site_sys,respvar,cc,no,contrast,est_diff,diff_se,diff_pval
Central_grain,silt,39.772000000000446,40.3990000000003,cc - no,-0.626999999999855,0.9143368967802902,0.5048960503022311
Central_silage,silt,41.31299999999997,40.91334008123943,cc - no,0.399659918760531,1.0120284808419704,0.6989359509925309
East_grain,silt,55.552499999999995,55.557500000000005,cc - no,-0.005000000000007332,1.0222597277684693,0.9961715674743007
West_grain,silt,41.896249999999995,44.72749999999999,cc - no,-2.831249999999997,1.0222597277684693,0.01590345842974432
