site_sys,respvar,cc,no,contrast,est_diff,diff_se,diff_pval
Central_grain,clay,27.74000000000011,28.00000000000008,cc - no,-0.2599999999999714,0.8259145556778085,0.7579008461427497
Central_silage,clay,28.75100000000001,29.934815586052636,cc - no,-1.1838155860526303,0.9166106110136385,0.2179550167807391
East_grain,clay,31.730000000000036,34.60625000000004,cc - no,-2.8762499999999984,0.9234005450510578,0.008197608927219546
West_grain,clay,27.348750000000035,29.511250000000036,cc - no,-2.162500000000002,0.923400545051058,0.03573938082228542
