site_sys,respvar,cc,no,contrast,est_diff,diff_se,diff_pval
Central_grain,sand,32.48600000000019,31.600000000000147,cc - no,0.8860000000000408,1.3301763393790424,0.5169988370597053
Central_silage,sand,29.810999999999993,29.1224754437274,cc - no,0.6885245562725935,1.4791776830081407,0.6489996543560019
East_grain,sand,12.715000000000018,9.837500000000013,cc - no,2.8775000000000044,1.487182358456685,0.07504958211179315
West_grain,sand,30.506250000000037,25.610000000000035,cc - no,4.896250000000001,1.4871823584566854,0.005828040592152597
